NTD ID,Agency Name,Reporter Type,Subrecipient Type,Reporting Module,Mode,TOS,Time Period,Time Service Begins,Time Service Ends,Vehicles/Passenger Cars Operated in Maximum Service,Vehicles/Passenger Cars Available for Maximum Service,Trains in Operation,Vehicles/Passenger Cars in Operation,Actual Vehicles/Passenger Car Miles,Actual Vehicles/Passenger Car Revenue Miles,Actual Vehicle/Passenger Deadhead Miles,Scheduled Actual Vehicle/Passenger Car Revenue Miles,Actual Vehicle/Passenger Car Hours,Actual Vehicle/Passenger Car Revenue Hours,Actual Vehicle/Passenger Car Deadhead Hours,Charter Service Hours,School Bus Hours,Train Miles,Train Revenue Miles,Train Deadhead Miles,Train Hours,Train Revenue Hours,Train Deadhead Hours,Unlinked Passenger Trips (UPT),ADA UPT,Sponsored Service UPT,Passenger Miles,Days of Service Operated,Days Not Operated Due to Strikes,Strike Comment,Days Not Operated Due to Emergencies,Emergency Comment,Non-Statutory Mixed Traffic,DRM Mixed Traffic ROW
10007,Berkshire Regional Transit Authority,Full Reporter,,Urban,DR,PT,Annual Total,,,10,17,,,"194,118","138,809","55,309",,"20,863","14,561","6,302",0,0,,,,,,,"15,044","14,828",0,"71,154",,,,,,,
10007,Berkshire Regional Transit Authority,Full Reporter,,Urban,DR,PT,Average Typical Saturday,6:02 AM,6:42 PM,,,,3,342,215,127,,40,26,14,,,,,,,,,21,,,100,51,0,,0,,,
10007,Berkshire Regional Transit Authority,Full Reporter,,Urban,DR,PT,Average Typical Sunday,7:59 AM,1:12 PM,,,,1,91,37,54,,7,4,3,,,,,,,,,3,,,25,29,0,,0,,,
10007,Berkshire Regional Transit Authority,Full Reporter,,Urban,DR,PT,Average Typical Weekday,6:02 AM,6:24 PM,,,,6,671,489,182,,72,51,21,,,,,,,,,53,,,252,259,0,,0,,,
10007,Berkshire Regional Transit Authority,Full Reporter,,Urban,DR,PT,Average Weekday - AM Peak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10007,Berkshire Regional Transit Authority,Full Reporter,,Urban,DR,PT,Average Weekday - Midday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10007,Berkshire Regional Transit Authority,Full Reporter,,Urban,DR,PT,Average Weekday - Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10007,Berkshire Regional Transit Authority,Full Reporter,,Urban,DR,PT,Average Weekday - PM Peak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10007,Berkshire Regional Transit Authority,Full Reporter,,Urban,MB,PT,Annual Total,,,17,24,,,"915,752","915,752",0,"934,514","52,325","52,325",0,0,0,,,,,,,"327,100",,,"1,514,473",,,,,,,246.0
10007,Berkshire Regional Transit Authority,Full Reporter,,Urban,MB,PT,Average Typical Saturday,7:45 AM,6:45 PM,,,,6,"2,097","2,097",0,"2,097",117,117,0,,,,,,,,,766,,,"3,778",51,0,,0,,,
10007,Berkshire Regional Transit Authority,Full Reporter,,Urban,MB,PT,Average Typical Sunday,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,0,,,0,0,0,,0,,,
10007,Berkshire Regional Transit Authority,Full Reporter,,Urban,MB,PT,Average Typical Weekday,5:30 AM,11:15 PM,,,,12,"3,197","3,197",0,"3,271",183,183,0,,,,,,,,,"1,138",,,"4,929",253,0,,0,,,
10007,Berkshire Regional Transit Authority,Full Reporter,,Urban,MB,PT,Average Weekday - AM Peak,5:30 AM,8:30 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10007,Berkshire Regional Transit Authority,Full Reporter,,Urban,MB,PT,Average Weekday - Midday,8:30 AM,5:30 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10007,Berkshire Regional Transit Authority,Full Reporter,,Urban,MB,PT,Average Weekday - Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10007,Berkshire Regional Transit Authority,Full Reporter,,Urban,MB,PT,Average Weekday - PM Peak,5:30 PM,11:15 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10008,Pioneer Valley Transit Authority,Full Reporter,,Urban,DR,PT,Annual Total,,,78,135,,,"1,558,422","1,227,728","330,694",,"113,138","93,863","19,275",0,0,,,,,,,"109,449","104,846",0,"792,697",,,,,,,
10008,Pioneer Valley Transit Authority,Full Reporter,,Urban,DR,PT,Average Typical Saturday,5:00 AM,2:58 AM,,,,24,"1,640","1,319",321,,121,104,17,,,,,,,,,119,,,801,52,0,,0,,,
10008,Pioneer Valley Transit Authority,Full Reporter,,Urban,DR,PT,Average Typical Sunday,7:00 AM,10:58 PM,,,,16,985,779,206,,72,62,10,,,,,,,,,69,,,450,52,0,,0,,,
10008,Pioneer Valley Transit Authority,Full Reporter,,Urban,DR,PT,Average Typical Weekday,12:00 AM,2:58 AM,,,,72,"5,490","4,416","1,074",,388,329,59,,,,,,,,,385,,,"2,810",259,0,,0,,,
10008,Pioneer Valley Transit Authority,Full Reporter,,Urban,DR,PT,Average Weekday - AM Peak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10008,Pioneer Valley Transit Authority,Full Reporter,,Urban,DR,PT,Average Weekday - Midday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10008,Pioneer Valley Transit Authority,Full Reporter,,Urban,DR,PT,Average Weekday - Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10008,Pioneer Valley Transit Authority,Full Reporter,,Urban,DR,PT,Average Weekday - PM Peak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10008,Pioneer Valley Transit Authority,Full Reporter,,Urban,MB,PT,Annual Total,,,92,197,,,"4,777,875","4,412,858","365,017","4,418,354","352,729","331,455","21,274",0,0,,,,,,,"3,885,177",,,"15,182,745",,,,,,,818.0
10008,Pioneer Valley Transit Authority,Full Reporter,,Urban,MB,PT,Average Typical Saturday,5:00 AM,2:58 AM,,,,62,"10,244","9,395",849,"9,399",720,213,507,,,,,,,,,"9,016",,,"40,989",51,0,,0,,,
10008,Pioneer Valley Transit Authority,Full Reporter,,Urban,MB,PT,Average Typical Sunday,7:00 AM,10:58 PM,,,,30,"4,727","4,383",344,"4,386",329,124,205,,,,,,,,,"3,316",,,"17,277",59,0,,0,,,
10008,Pioneer Valley Transit Authority,Full Reporter,,Urban,MB,PT,Average Typical Weekday,5:00 AM,2:58 AM,,,,92,"15,196","14,546",650,"14,550","1,212","1,210",2,,,,,,,,,"12,766",,,"47,713",253,0,,0,,,
10008,Pioneer Valley Transit Authority,Full Reporter,,Urban,MB,PT,Average Weekday - AM Peak,7:00 AM,11:50 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10008,Pioneer Valley Transit Authority,Full Reporter,,Urban,MB,PT,Average Weekday - Midday,11:50 AM,2:50 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10008,Pioneer Valley Transit Authority,Full Reporter,,Urban,MB,PT,Average Weekday - Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10008,Pioneer Valley Transit Authority,Full Reporter,,Urban,MB,PT,Average Weekday - PM Peak,2:50 PM,3:10 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10013,Merrimack Valley Regional Transit Authority,Full Reporter,,Urban,CB,PT,Annual Total,,,0,9,,,0,0,0,0,0,0,0,0,0,,,,,,,0,,,0,,,,,,,50.0
10013,Merrimack Valley Regional Transit Authority,Full Reporter,,Urban,CB,PT,Average Typical Saturday,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,0,,,0,0,0,,0,,,
10013,Merrimack Valley Regional Transit Authority,Full Reporter,,Urban,CB,PT,Average Typical Sunday,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,0,,,0,0,0,,0,,,
10013,Merrimack Valley Regional Transit Authority,Full Reporter,,Urban,CB,PT,Average Typical Weekday,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,0,,,0,0,0,,0,,,
10013,Merrimack Valley Regional Transit Authority,Full Reporter,,Urban,CB,PT,Average Weekday - AM Peak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10013,Merrimack Valley Regional Transit Authority,Full Reporter,,Urban,CB,PT,Average Weekday - Midday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10013,Merrimack Valley Regional Transit Authority,Full Reporter,,Urban,CB,PT,Average Weekday - Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10013,Merrimack Valley Regional Transit Authority,Full Reporter,,Urban,CB,PT,Average Weekday - PM Peak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10013,Merrimack Valley Regional Transit Authority,Full Reporter,,Urban,DR,PT,Annual Total,,,22,44,,,"572,599","496,995","75,604",,"36,789","31,835","4,954",,,,,,,,,"46,370","36,859",,"301,050",,,,,,,
10013,Merrimack Valley Regional Transit Authority,Full Reporter,,Urban,DR,PT,Average Typical Saturday,7:00 AM,7:45 PM,,,,9,725,602,123,,47,41,6,,,,,,,,,56,,,311,51,0,,0,,,
10013,Merrimack Valley Regional Transit Authority,Full Reporter,,Urban,DR,PT,Average Typical Sunday,9:00 AM,5:45 PM,,,,6,241,176,65,,15,12,3,,,,,,,,,14,,,109,41,0,,0,,,
10013,Merrimack Valley Regional Transit Authority,Full Reporter,,Urban,DR,PT,Average Typical Weekday,5:00 AM,8:00 PM,,,,22,"2,125","1,809",316,,134,114,20,,,,,,,,,170,,,"1,114",252,0,,0,,,
10013,Merrimack Valley Regional Transit Authority,Full Reporter,,Urban,DR,PT,Average Weekday - AM Peak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10013,Merrimack Valley Regional Transit Authority,Full Reporter,,Urban,DR,PT,Average Weekday - Midday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10013,Merrimack Valley Regional Transit Authority,Full Reporter,,Urban,DR,PT,Average Weekday - Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10013,Merrimack Valley Regional Transit Authority,Full Reporter,,Urban,DR,PT,Average Weekday - PM Peak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10013,Merrimack Valley Regional Transit Authority,Full Reporter,,Urban,MB,PT,Annual Total,,,39,52,,,"1,737,419","1,450,213","287,206","1,447,976","142,151","132,465","9,686",0,0,,,,,,,"994,873",,,"4,085,759",,,,,,,414.8
10013,Merrimack Valley Regional Transit Authority,Full Reporter,,Urban,MB,PT,Average Typical Saturday,7:00 AM,7:45 PM,,,,22,"3,125","2,615",510,"2,640",244,232,12,,,,,,,,,"1,810",,,"7,526",52,0,,0,,,
10013,Merrimack Valley Regional Transit Authority,Full Reporter,,Urban,MB,PT,Average Typical Sunday,9:00 AM,6:45 PM,,,,20,"2,260","1,959",301,"1,973",184,176,8,,,,,,,,,"1,124",,,"4,397",42,0,,0,,,
10013,Merrimack Valley Regional Transit Authority,Full Reporter,,Urban,MB,PT,Average Typical Weekday,5:00 AM,8:00 PM,,,,39,"5,881","4,899",982,"4,914",485,449,36,,,,,,,,,"3,401",,,"13,983",251,0,,0,,,
10013,Merrimack Valley Regional Transit Authority,Full Reporter,,Urban,MB,PT,Average Weekday - AM Peak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10013,Merrimack Valley Regional Transit Authority,Full Reporter,,Urban,MB,PT,Average Weekday - Midday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10013,Merrimack Valley Regional Transit Authority,Full Reporter,,Urban,MB,PT,Average Weekday - Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10013,Merrimack Valley Regional Transit Authority,Full Reporter,,Urban,MB,PT,Average Weekday - PM Peak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10014,Worcester Regional Transit Authority,Full Reporter,,Urban,DR,DO,Annual Total,,,10,21,,,"228,736","204,342","24,394",,"16,532","14,822","1,710",0,0,,,,,,,"25,571","24,355",0,"117,097",,,,,,,
10014,Worcester Regional Transit Authority,Full Reporter,,Urban,DR,DO,Average Typical Saturday,5:50 AM,10:20 PM,,,,3,310,277,33,,23,21,2,,,,,,,,,35,,,161,56,0,,0,,,
10014,Worcester Regional Transit Authority,Full Reporter,,Urban,DR,DO,Average Typical Sunday,8:30 AM,7:35 PM,,,,3,223,200,23,,18,16,2,,,,,,,,,28,,,118,52,0,,0,,,
10014,Worcester Regional Transit Authority,Full Reporter,,Urban,DR,DO,Average Typical Weekday,4:50 AM,10:25 PM,,,,10,796,711,85,,57,51,6,,,,,,,,,88,,,406,251,0,,0,,,
10014,Worcester Regional Transit Authority,Full Reporter,,Urban,DR,DO,Average Weekday - AM Peak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10014,Worcester Regional Transit Authority,Full Reporter,,Urban,DR,DO,Average Weekday - Midday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10014,Worcester Regional Transit Authority,Full Reporter,,Urban,DR,DO,Average Weekday - Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10014,Worcester Regional Transit Authority,Full Reporter,,Urban,DR,DO,Average Weekday - PM Peak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10014,Worcester Regional Transit Authority,Full Reporter,,Urban,DR,PT,Annual Total,,,32,53,,,"463,484","395,481","68,003",,"30,099","25,813","4,286",0,0,,,,,,,"47,804","3,453",0,"292,752",,,,,,,
10014,Worcester Regional Transit Authority,Full Reporter,,Urban,DR,PT,Average Typical Saturday,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,
10014,Worcester Regional Transit Authority,Full Reporter,,Urban,DR,PT,Average Typical Sunday,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,
10014,Worcester Regional Transit Authority,Full Reporter,,Urban,DR,PT,Average Typical Weekday,8:00 AM,5:00 PM,,,,32,"2,015","1,719",296,,131,112,19,,,,,,,,,208,,,"1,274",230,,,,,,
10014,Worcester Regional Transit Authority,Full Reporter,,Urban,DR,PT,Average Weekday - AM Peak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10014,Worcester Regional Transit Authority,Full Reporter,,Urban,DR,PT,Average Weekday - Midday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10014,Worcester Regional Transit Authority,Full Reporter,,Urban,DR,PT,Average Weekday - Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10014,Worcester Regional Transit Authority,Full Reporter,,Urban,DR,PT,Average Weekday - PM Peak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10014,Worcester Regional Transit Authority,Full Reporter,,Urban,DR,TX,Annual Total,,,10,10,,,,"200,017",,,,"14,412",,,,,,,,,,"24,929","23,827",0,"110,037",359,,,,,,
10014,Worcester Regional Transit Authority,Full Reporter,,Urban,DR,TX,Average Typical Saturday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10014,Worcester Regional Transit Authority,Full Reporter,,Urban,DR,TX,Average Typical Sunday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10014,Worcester Regional Transit Authority,Full Reporter,,Urban,DR,TX,Average Typical Weekday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10014,Worcester Regional Transit Authority,Full Reporter,,Urban,DR,TX,Average Weekday - AM Peak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10014,Worcester Regional Transit Authority,Full Reporter,,Urban,DR,TX,Average Weekday - Midday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10014,Worcester Regional Transit Authority,Full Reporter,,Urban,DR,TX,Average Weekday - Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10014,Worcester Regional Transit Authority,Full Reporter,,Urban,DR,TX,Average Weekday - PM Peak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10014,Worcester Regional Transit Authority,Full Reporter,,Urban,MB,DO,Annual Total,,,42,52,,,"1,941,467","1,842,754","98,713","1,856,618","161,586","157,474","4,112",0,0,,,,,,,"2,196,138",,,"9,368,237",,,,,,,363.5
10014,Worcester Regional Transit Authority,Full Reporter,,Urban,MB,DO,Average Typical Saturday,5:50 AM,10:05 PM,,,,23,"3,425","3,359",66,"3,372",275,271,4,,,,,,,,,"3,957",,,"17,213",56,0,,0,,,
10014,Worcester Regional Transit Authority,Full Reporter,,Urban,MB,DO,Average Typical Sunday,8:30 AM,7:30 PM,,,,13,"1,193","1,136",57,"1,137",101,98,3,,,,,,,,,"1,967",,,"7,160",52,0,,0,,,
10014,Worcester Regional Transit Authority,Full Reporter,,Urban,MB,DO,Average Typical Weekday,4:50 AM,10:15 PM,,,,42,"6,723","6,357",366,"6,409",561,547,14,,,,,,,,,"7,459",,,"32,000",251,0,,0,,,
10014,Worcester Regional Transit Authority,Full Reporter,,Urban,MB,DO,Average Weekday - AM Peak,6:00 AM,9:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10014,Worcester Regional Transit Authority,Full Reporter,,Urban,MB,DO,Average Weekday - Midday,9:00 AM,3:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10014,Worcester Regional Transit Authority,Full Reporter,,Urban,MB,DO,Average Weekday - Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10014,Worcester Regional Transit Authority,Full Reporter,,Urban,MB,DO,Average Weekday - PM Peak,3:00 PM,7:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10015,Lewiston-Auburn Transit Committee,Reduced Reporter,,Urban,DR,PT,Annual Total,,,2,,,,,"21,156",,,,"2,628",,,,,,,,,,"5,498",,0,,,,,,,,
10015,Lewiston-Auburn Transit Committee,Reduced Reporter,,Urban,MB,PT,Annual Total,,,7,,,,,"244,832",,,,"18,624",,,,,,,,,,"199,146",,,,,,,,,,
10016,Greater Portland Transit District,Full Reporter,,Urban,MB,DO,Annual Total,,,34,44,,,"1,459,096","1,395,889","63,207","1,418,577","107,019","104,306","2,713",,,,,,,,,"1,016,885",,,"5,890,221",,,,,,,198.7
10016,Greater Portland Transit District,Full Reporter,,Urban,MB,DO,Average Typical Saturday,5:00 AM,11:30 PM,,,,21,"3,094","2,995",99,"3,191",233,228,5,,,,,,,,,"1,795",,,"10,591",51,0,,0,,,
10016,Greater Portland Transit District,Full Reporter,,Urban,MB,DO,Average Typical Sunday,7:45 AM,7:45 PM,,,,11,"1,479","1,424",55,"1,483",114,110,4,,,,,,,,,854,,,"4,398",50,0,,0,,,
10016,Greater Portland Transit District,Full Reporter,,Urban,MB,DO,Average Typical Weekday,5:00 AM,11:30 PM,,,,34,"4,785","4,560",225,"4,598",348,337,11,,,,,,,,,"3,431",,,"20,003",257,0,,0,,,
10016,Greater Portland Transit District,Full Reporter,,Urban,MB,DO,Average Weekday - AM Peak,6:30 AM,9:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10016,Greater Portland Transit District,Full Reporter,,Urban,MB,DO,Average Weekday - Midday,9:00 AM,2:30 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10016,Greater Portland Transit District,Full Reporter,,Urban,MB,DO,Average Weekday - Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10016,Greater Portland Transit District,Full Reporter,,Urban,MB,DO,Average Weekday - PM Peak,2:30 PM,6:30 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10017,Greater Hartford Transit District,Full Reporter,,Urban,DR,PT,Annual Total,,,109,165,,,"3,941,844","2,951,259","990,585",,"258,245","188,748","69,497",,,,,,,,,"304,343","304,343",,"2,616,609",,,,,,,
10017,Greater Hartford Transit District,Full Reporter,,Urban,DR,PT,Average Typical Saturday,4:30 AM,1:00 AM,,,,47,"4,653","3,614","1,039",,341,239,102,,,,,,,,,385,,,"2,491",52,0,,0,,,
10017,Greater Hartford Transit District,Full Reporter,,Urban,DR,PT,Average Typical Sunday,5:30 AM,11:00 PM,,,,34,"2,843","2,141",702,,220,145,75,,,,,,,,,229,,,"1,472",52,0,,0,,,
10017,Greater Hartford Transit District,Full Reporter,,Urban,DR,PT,Average Typical Weekday,3:30 AM,1:00 AM,,,,109,"13,613","10,162","3,451",,878,647,231,,,,,,,,,"1,044",,,"9,236",261,0,,0,,,
10017,Greater Hartford Transit District,Full Reporter,,Urban,DR,PT,Average Weekday - AM Peak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10017,Greater Hartford Transit District,Full Reporter,,Urban,DR,PT,Average Weekday - Midday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10017,Greater Hartford Transit District,Full Reporter,,Urban,DR,PT,Average Weekday - Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10017,Greater Hartford Transit District,Full Reporter,,Urban,DR,PT,Average Weekday - PM Peak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10040,Southeast Area Transit District,Full Reporter,,Urban,DR,PT,Annual Total,,,4,5,,,"62,816","43,479","19,337",,"5,295","3,844","1,451",0,0,,,,,,,"4,022","4,022",0,"19,512",,,,,,,
10040,Southeast Area Transit District,Full Reporter,,Urban,DR,PT,Average Typical Saturday,6:00 AM,11:00 PM,,,,1,118,93,25,,9,6,3,,,,,,,,,5,,,93,51,0,,0,,,
10040,Southeast Area Transit District,Full Reporter,,Urban,DR,PT,Average Typical Sunday,,,,,,0,0,0,0,,0,0,0,,,,,,,,,0,,,0,0,0,,0,,,
10040,Southeast Area Transit District,Full Reporter,,Urban,DR,PT,Average Typical Weekday,6:00 AM,11:00 PM,,,,4,221,153,68,,19,14,5,,,,,,,,,15,,,58,255,0,,0,,,
10040,Southeast Area Transit District,Full Reporter,,Urban,DR,PT,Average Weekday - AM Peak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10040,Southeast Area Transit District,Full Reporter,,Urban,DR,PT,Average Weekday - Midday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10040,Southeast Area Transit District,Full Reporter,,Urban,DR,PT,Average Weekday - Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10040,Southeast Area Transit District,Full Reporter,,Urban,DR,PT,Average Weekday - PM Peak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10040,Southeast Area Transit District,Full Reporter,,Urban,MB,DO,Annual Total,,,18,26,,,"1,075,514","950,770","124,744","951,472","69,667","64,293","5,374",0,0,,,,,,,"658,602",,,"3,894,852",,,,,,,379.6
10040,Southeast Area Transit District,Full Reporter,,Urban,MB,DO,Average Typical Saturday,6:00 AM,11:00 PM,,,,15,"2,548","1,957",591,"1,961",180,168,12,,,,,,,,,"1,761",,,"9,914",51,0,,0,,,
10040,Southeast Area Transit District,Full Reporter,,Urban,MB,DO,Average Typical Sunday,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,0,,,0,0,0,,0,,,
10040,Southeast Area Transit District,Full Reporter,,Urban,MB,DO,Average Typical Weekday,6:00 AM,11:00 PM,,,,18,"3,708","3,337",371,"3,340",237,218,19,,,,,,,,,"2,231",,,"13,364",255,0,,0,,,
10040,Southeast Area Transit District,Full Reporter,,Urban,MB,DO,Average Weekday - AM Peak,6:00 AM,10:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10040,Southeast Area Transit District,Full Reporter,,Urban,MB,DO,Average Weekday - Midday,10:00 AM,4:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10040,Southeast Area Transit District,Full Reporter,,Urban,MB,DO,Average Weekday - Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10040,Southeast Area Transit District,Full Reporter,,Urban,MB,DO,Average Weekday - PM Peak,4:00 PM,8:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10042,Valley Transit District,Full Reporter,,Urban,DR,DO,Annual Total,,,12,14,,,"202,994","175,477","27,517",,"14,675","12,403","2,272",,,,,,,,,"32,746","6,516",,"182,079",,,,,,,
10042,Valley Transit District,Full Reporter,,Urban,DR,DO,Average Typical Saturday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10042,Valley Transit District,Full Reporter,,Urban,DR,DO,Average Typical Sunday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10042,Valley Transit District,Full Reporter,,Urban,DR,DO,Average Typical Weekday,6:00 AM,6:00 AM,,,,12,805,696,109,,59,49,10,,,,,,,,,129,,,722,252,,,,,,
10042,Valley Transit District,Full Reporter,,Urban,DR,DO,Average Weekday - AM Peak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10042,Valley Transit District,Full Reporter,,Urban,DR,DO,Average Weekday - Midday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10042,Valley Transit District,Full Reporter,,Urban,DR,DO,Average Weekday - Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10042,Valley Transit District,Full Reporter,,Urban,DR,DO,Average Weekday - PM Peak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10045,Connecticut Department of Transportation - CTTransit New Britain -Dattco.,Full Reporter,,Urban,CB,PT,Annual Total,,,20,24,,,"1,085,020","722,204","362,816","799,500","56,631","48,122","8,509",0,0,,,,,,,"64,747",,,"1,624,228",,,,,,,206.5
10045,Connecticut Department of Transportation - CTTransit New Britain -Dattco.,Full Reporter,,Urban,CB,PT,Average Typical Saturday,5:10 AM,12:50 AM,,,,4,"1,258","1,015",243,"1,345",121,110,11,,,,,,,,,102,,,"2,851",52,0,,0,,,
10045,Connecticut Department of Transportation - CTTransit New Britain -Dattco.,Full Reporter,,Urban,CB,PT,Average Typical Sunday,12:00 AM,9:25 PM,,,,4,"1,245","1,022",223,"1,365",112,94,18,,,,,,,,,96,,,"2,674",58,0,,0,,,
10045,Connecticut Department of Transportation - CTTransit New Britain -Dattco.,Full Reporter,,Urban,CB,PT,Average Typical Weekday,4:20 AM,1:50 AM,,,,20,"3,718","2,413","1,305","2,535",172,145,27,,,,,,,,,211,,,"5,181",255,0,,0,,,
10045,Connecticut Department of Transportation - CTTransit New Britain -Dattco.,Full Reporter,,Urban,CB,PT,Average Weekday - AM Peak,4:20 AM,11:40 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10045,Connecticut Department of Transportation - CTTransit New Britain -Dattco.,Full Reporter,,Urban,CB,PT,Average Weekday - Midday,11:40 AM,2:55 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10045,Connecticut Department of Transportation - CTTransit New Britain -Dattco.,Full Reporter,,Urban,CB,PT,Average Weekday - Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10045,Connecticut Department of Transportation - CTTransit New Britain -Dattco.,Full Reporter,,Urban,CB,PT,Average Weekday - PM Peak,2:55 PM,8:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10045,Connecticut Department of Transportation - CTTransit New Britain -Dattco.,Full Reporter,,Urban,MB,PT,Annual Total,,,5,7,,,"209,388","186,397","22,991","215,000","21,582","20,278","1,304",0,0,,,,,,,"114,706",,,"569,535",,,,,,,20.3
10045,Connecticut Department of Transportation - CTTransit New Britain -Dattco.,Full Reporter,,Urban,MB,PT,Average Typical Saturday,6:15 AM,1:11 AM,,,,4,325,303,22,310,33,26,7,,,,,,,,,175,,,770,52,0,,0,,,
10045,Connecticut Department of Transportation - CTTransit New Britain -Dattco.,Full Reporter,,Urban,MB,PT,Average Typical Sunday,7:15 AM,8:45 PM,,,,3,272,243,29,295,29,22,7,,,,,,,,,168,,,726,58,0,,0,,,
10045,Connecticut Department of Transportation - CTTransit New Britain -Dattco.,Full Reporter,,Urban,MB,PT,Average Typical Weekday,5:15 AM,1:11 AM,,,,5,695,619,76,710,73,69,4,,,,,,,,,377,,,"1,911",255,0,,0,,,
